Province,Title,Rating,Price,Address,Phone,Link,Service,Image
Bình Định,Quán Ghẹ 23,4.3,,"23 Võ Đình Tú, Thị Nải, Quy Nhơn, Bình Định, Vietnam",+84 333 734 657,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMULHl_bMcTrbnR4VBcuduYGypxeprww3CfAHmi=w163-h92-k-no
Bình Định,Quán Cô Diễm Bánh Canh Hẹ Nem Nướng,4.8,"₫1–100,000","20 Trần Văn Ơn, Nguyễn Văn Cừ, Quy Nhơn, Bình Định, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPGLCLanTRnNXB1T9zAIUEnFEV17RGvUyoiQKdt=w80-h106-k-no
Bình Định,Hải Sản Tươi Sống Mr Mộc,4.9,$$,"56 Nguyễn Thị Định, Nguyễn Văn Cừ, Quy Nhơn, Bình Định 55113, Vietnam",+84 382 446 320,https://www.haisanquynhon.net/,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNxbDvKgOs7fcGIZuAvL8VwwoqdMV3Rot_u8X8f=w122-h92-k-no
Bình Định,Ẩm Thực Đặc Sản Bình Định,2,,"07 Nguyễn Tất Thành, Trần Phú, Quy Nhơn, Bình Định, Vietnam",+84 903 579 799,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNxbDvKgOs7fcGIZuAvL8VwwoqdMV3Rot_u8X8f=w122-h92-k-no
Bình Định,BÁNH XÈO QUY NHƠN • BÚN THỊT NƯỚNG HOÀ,4.6,"₫1–100,000","66 Trần Cao Vân, Phường Lê Lợi, Quy Nhơn, Bình Định, Vietnam",+84 949 840 979,https://m.facebook.com/Qu%C3%A1n-%C4%83n-NEM-CH%E1%BA%A2-HO%C3%80-790050008043918/,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNFjJPYXzyZPqEeS_Q4EqNV8FRKKFbktMfceDL5=w122-h92-k-no
Bình Định,CÁ NGỪ ĐẠI DƯƠNG CHỊ THUẬN QUY NHƠN,4.1,,"15 Bùi Hữu Nghĩa, Nguyễn Văn Cừ, Quy Nhơn, Bình Định, Vietnam",+84 905 447 081,https://cangudaiduongquynhon.com/,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPqt66t5vx3RuKDxumFnhWGW44ddw_QzqQlvfGZ=w122-h92-k-no
Bình Định,Nhậu Tới Sáng Mr Mộc,5,"₫1,000,000+","07a Lê Duẩn, Lý Thường Kiệt, Quy Nhơn, Bình Định 820000, Vietnam",+84 382 446 320,https://nhautoisang.vn/,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOtoE5ByML0Srd1tEgXDETw3tffbvvgecGEtoai=w163-h92-k-no
Bình Định,Dê Chỉ Anh Em,4.2,,"9 Lê Thành Phương, Nguyễn Văn Cừ, Quy Nhơn, Bình Định, Vietnam",+84 966 795 566,https://www.foody.vn/binh-dinh/de-chi-anh-em,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMaATPZoskpCvw6XT1vDMre2nETO7nduJFdaxAm=w122-h92-k-no
Bình Định,Bánh xèo tôm nhảy Anh Tú,5,"₫1–100,000","105 Đống Đa, Thị Nải, Quy Nhơn, Bình Định, Vietnam",+84 935 676 568,https://www.facebook.com/profile.php?id=61568570032317,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPt3uBTieu6mKX372mYy_MYEJNd1P2O5rctFA0q=w122-h92-k-no
Bình Định,Đặc Sản Cô Hướng Bánh Ít Lá Gai,3.7,,"187 Lê Hồng Phong, Quy Nhơn, Bình Định, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPt3uBTieu6mKX372mYy_MYEJNd1P2O5rctFA0q=w122-h92-k-no
Bình Định,Cửa Hàng Mận Khoa Đặc sản Bình Định và Hải Sản Khô Bình Định.,4.2,,"58 Vũ Bảo, Ngô Mây, Quy Nhơn, Bình Định, Vietnam",+84 906 495 991,http://www.quabinhdinh.vn/,"[['No-contact delivery', 'Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery']]",https://lh5.googleusercontent.com/p/AF1QipO4NOP9yx_Q-t5IV3v07omXzCMkJoh_QQ7_P8m-=w122-h92-k-no
Bình Định,Đặc sản Bình Định - Anh Tú,5,,"17 Trần Cao Vân, Phường Lê Lợi, Quy Nhơn, Bình Định, Vietnam",+84 368 937 186,,[None],https://lh5.googleusercontent.com/p/AF1QipNn2IHP31vCHno4iCbqAZUkZOyMZRwKpjAA7MYP=w80-h106-k-no
Bình Định,Binh Dinh Chicken Specialties,4,,"81 Đ. Mai Hắc Đế, Ghềnh Ráng, Quy Nhơn, Bình Định, Vietnam",+84 256 3646 267,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMuC7qY3L8_JIBCE9HDLcimyyscRaYrjM_HOiDE=w122-h92-k-no
Bình Định,Bảy Đức Quán,4.8,,"01 Đường Nguyễn Hoàng, Đống Đa, Quy Nhơn, Bình Định, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOCHlgRmGLmby9k4xpbCvRGp0NI13zbIw4rXS-v=w122-h92-k-no
Bình Định,Quán Nhậu bạch tuộc Bảy Đức,4.2,,"03 Đường Nguyễn Hoàng, Đống Đa, Quy Nhơn, Bình Định, Vietnam",+84 935 464 607,,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPFWzor4IJmKe5psMcR5xxyOgQhsvg_cke7biof=w122-h92-k-no
Bình Định,Đặc Sản Năm Hương - đặc sản Quy Nhơn,4.1,,"Q6FC+CCR, Diên Hồng, Lê Hồng Phong, Thành phố, Bình Định, Vietnam",+84 909 776 445,https://www.facebook.com/%C4%90%E1%BA%B7c-s%E1%BA%A3n-N%C4%83m-H%C6%B0%C6%A1ng-1757036614612383/,"[['Delivery', 'Takeout']]",https://lh5.googleusercontent.com/p/AF1QipMQPMn0y-DonGC_EsOac0W9FUjxDYhGsMa5XWsN=w80-h106-k-no
Bình Định,ĐIỂM TÂM SÁNG - ĐẶC SẢN MIẾN NGAN,4.4,"₫1–100,000","27 Nguyễn Thị Định, Nguyễn Văn Cừ, Quy Nhơn, Bình Định, Vietnam",+84 988 808 746,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPDbO7lqfFDqQVvIs_wp65co3DkYnPgZx-HdkYT=w164-h92-k-no
Bình Phước,"Quán Ăn Đặc Sản Huế - Bún Hến, Cơm Hến, Mì Hến",4.2,$,"318 Lê Quý Đôn, Phường Tân Thiện, Đồng Xoài, Bình Phước, Vietnam",+84 868 016 682,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN13Gv_mcpcWbfxyMxyD9vm03Tw0YiCIW7uTpM=w80-h106-k-no
Bình Phước,Đặc sản Bình Phước,5,,"GVJR+76F, Tân Bình, Đồng Xoài, Bình Phước, Vietnam",+84 908 601 604,http://www.cong.vn/,"[['Delivery', 'In-store pickup', 'Same-day delivery']]",https://lh5.googleusercontent.com/p/AF1QipOEKx2DjWIeQYSLEw_gqQqzyX33s1y-RyxeJ2St=w122-h92-k-no
Bình Phước,"đặc sản bún cá Quy Nhơn, quán ăn MiMi",4.3,,"Lô 10, đường 20, Tân Bình, Đồng Xoài, Bình Phước, Vietnam",+84 935 685 954,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPBhJSczSxGJutO-AmWHvUE1FiL9xOY0dYdkFwq=w163-h92-k-no
Bình Phước,Heo Mẹt Hùng Vương,4.2,,"GVJR+HHP, Lương Thế Vinh, Tân Bình, Đồng Xoài, Bình Phước, Vietnam",+84 977 323 557,,"[['Outdoor seating', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMEihEITYlC7IpLM5kUnS0wpddUXRX-IrMUp1-8=w122-h92-k-no
Bình Phước,Thủy Trúc Quán Ăn Sân Vườn,3.7,,"GV8R+W33, Tân Bình, Đồng Xoài, Bình Phước, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM70Sdv4CiENvpjTaHIKIP7N7BNkFWLQGzcAcC-=w163-h92-k-no
Bình Phước,Tấn Thuận - Đặc sản miền Trung,5,,"85 Huỳnh Văn Nghệ, Tân Phú, Đồng Xoài, Bình Phước, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOOdYOiDvx6gMkPtAY-LyvP0PWHLKT29-drmkru=w136-h92-k-no
Bình Phước,Cơm Niêu Anh Em,4.2,"₫1–100,000","GVMQ+2RC, Tân Bình, Đồng Xoài, Bình Phước, Vietnam",+84 969 797 797,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOhee3S35C_Yy3VE4B1pONlCO1F95cgLEBXTe5G=w122-h92-k-no
Bình Phước,Ông Vinh Hô thích Ăn Càng Ghẹ,4.7,,"1330/32, Phú Riềng Đỏ, Tân Đồng, Đồng Xoài, Bình Phước, Vietnam",,https://www.facebook.com/profile.php?id=100091003014749&mibextid=LQQJ4d,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOxGfysGCRlYFCIvQ8fBOG8AgXWrnCipE4LKJYH=w80-h106-k-no
Bình Phước,Chinh Hải Sản,4.1,$$,"GVMG+QX7, Nguyễn Chí Thanh, Tân Phú, Đồng Xoài, Bình Phước, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM_qUujwtkPXQY0v2rWkq0269CXkicRFz8imWuK=w92-h92-k-no
Bình Phước,A Dìn quán,4.8,"₫1–100,000","84 Đường Võ Văn Tần, Tân Bình, Đồng Xoài, Bình Phước, Vietnam",+84 937 070 925,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNGbVPGppwZQQF5q2R84L3yD5TwX5d-MoyCKKqv=w163-h92-k-no
Bình Phước,Lẩu 39K Ông Mập,4.5,"₫1–100,000","Tân Bình, Đồng Xoài, Bình Phước, Vietnam",,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPggNnrq4zRUtiV2xaMXvn21X9GTEpxjscAfeya=w163-h92-k-no
Bình Phước,Ngự Bình quán - Đặc sản Huế ở Đồng Xoài,4.8,,"68 Hai Bà Trưng, Tân Phú, Đồng Xoài, Bình Phước 830000, Vietnam",+84 989 897 935,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOPUZUUMyZGiUBA8aN-VvYarw_sXWPlaZNPvMJg=w80-h106-k-no
Bình Phước,Cơm niêu Đồng Xoài,4.4,,"67 Trần Hưng Đạo, Tân Phú, Đồng Xoài, Bình Phước, Vietnam",+84 398 028 328,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPRj_u77f7t1-_n9uNR86j9RCNhr3oQsW0rHNyv=w122-h92-k-no
Bình Phước,Đô 4 Lạng,4.2,,"Đ. Lý Thường Kiệt, Tân Đồng, Đồng Xoài, Bình Phước 830000, Vietnam",+84 836 345 693,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNUeSlQPV_1CB05YXXRm96PDDL1clTeDdC9rJpt=w122-h92-k-no
Bình Phước,Quán ăn sân vườn Gà Rẫy nướng suối cam,4.1,,"GVQH+XGJ, Trường Chinh, Tân Phú, Đồng Xoài, Bình Phước, Vietnam",+84 974 675 938,,"[['Outdoor seating', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNWHwU9FrzceQtf8SBS365i69dmcR7AuREsbS-F=w122-h92-k-no
Bình Phước,Nhà Hàng Sáu Băng,4,$$,"GVHV+573, Giáo xứ, Tân Bình, Đồng Xoài, Bình Phước, Vietnam",+84 271 3881 604,http://nhahangsaubang.com/,[['Dine-in']],https://lh5.googleusercontent.com/p/AF1QipMx8eUSpqVQCODOqB3J9tdSfWzzey3Rp8gOqv8_=w80-h106-k-no
Bình Phước,Ngon 78 Nhậu Ngon Mồi Xịn,4.2,,"GWQ2+6FP, Trần Hưng Đạo, Cao Vân, Đồng Xoài, Bình Phước, Vietnam",+84 356 724 865,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMIe1HJH1ALhc-_1oIEKiEwBo0Bi6_AzEg8epvK=w122-h92-k-no
Bình Phước,Hải Sản Lũy Tre xanh,4.3,$$,"999 Trường Chinh, Tân Phú, Đồng Xoài, Bình Phước, Vietnam",+84 908 959 531,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNq5gXyxyV8sFKpkZbUOHyU1aybhfc1eREzWAw8=w163-h92-k-no
Bình Phước,Quán Ăn Hải Đăng,4.3,,"273 QL14, Tân Đồng, Đồng Xoài, Bình Phước, Vietnam",+84 976 526 578,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOC74B0odXppdgAynbHTkKBjgFWQVwVuqcAOdy0=w92-h92-k-no
Bình Phước,Quán Ốc Ngon,4,,"79 Đường Võ Văn Tần, Tân Bình, Đồng Xoài, Bình Phước, Vietnam",+84 979 009 479,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMCptonSrQvzRg3DDbLbH4iuBKxfyJ53rDM-PY=w163-h92-k-no
Bình Thuận,Ẩm Thực Sân Vườn Hương Quê - Cơm Niêu,4.5,,"Hẻm 283 Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận 77117, Vietnam",+84 933 869 318,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNemyYK4hUl589U2L7q24XLF2NXIcQEBR2Ng5-C=w138-h92-k-no
Bình Thuận,Thảo Như Quán,4.5,,"76 Huỳnh Thúc Kháng, khu phố 4, Thành phố Phan Thiết, Bình Thuận, Vietnam",+84 902 400 594,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOg6nV40THMpf9nyajRPdefZYY0Ye9hPypASuSz=w122-h92-k-no
Bình Thuận,Cơm Niêu Vivu Food,4.6,,"45C Huỳnh Thúc Kháng, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận 77000, Vietnam",+84 973 333 009,https://vivufood.vn/,[None],https://lh5.googleusercontent.com/p/AF1QipOZLlJCIl-ui-o0zhcsXW-T6_HMz6-i7UKNzm0M=w122-h92-k-no
Bình Thuận,Quán ăn Thanh Thư,4.9,"₫1–100,000","78 Huỳnh Thúc Kháng, khu phố 4, Thành phố Phan Thiết, Bình Thuận, Vietnam",+84 396 530 464,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNueuJ-LEImN2l5IpH3z3988sqMT_JUUbNaEDt5=w80-h106-k-no
Bình Thuận,Nhu Quynh Seafood Restaurant,4.8,,"31 Huỳnh Thúc Kháng, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận 800000, Vietnam",+84 989 477 380,https://www.facebook.com/profile.php?id=61553649955885,[None],https://lh5.googleusercontent.com/p/AF1QipPL2wokG70PawUizGrHyFPI3n9D6fbk_iLOMubZ=w80-h92-k-no
Bình Thuận,Quán ăn Thanh Oanh - BaBa,4.2,$,"118B Nguyễn Đình Chiểu, khu phố 1, Thành phố Phan Thiết, Bình Thuận, Vietnam",+84 787 743 328,,[None],https://lh5.googleusercontent.com/p/AF1QipNOIFXCWI-V_0Ly2ckRIqg42ALY9-IF2svOlVgN=w122-h92-k-no
Bình Thuận,Hải Sản - Cơm Niêu Vuông Tròn,4.7,,"120/1 Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận, Vietnam",+84 909 963 063,https://www.facebook.com/vuongtronpt?mibextid=ZbWKwL,"[['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOtA9KP7fLxnzwdOdM_ETwnHupnTqDLIvYc0imY=w163-h92-k-no
Bình Thuận,Bờ Kè (cường187),3.9,$$,"187 Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận, Vietnam",+84 383 664 534,https://www.google.com.vn/search?q=cuong187&client=safari&sca_esv=340fa3151ee4c482&sca_upv=1&hl=vi-vn&ei=S0Z9Zu_2NOTj2roPsOi74A0&oq=cuong&gs_lp=EhNtb2JpbGUtZ3dzLXdpei1zZXJwIgVjdW9uZyoCCAAyAhApMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgARIo2ZQhlBYnllwA3gAkAEAmAFVoAHaA6oBATa4AQHIAQD4AQGYAgegAsUDqAISwgIKEAAYAxjqAhiPAcICCxAAGIAEGLEDGIMBwgIOEAAYgAQYsQMYgwEYigXCAggQABiABBixA8ICBBAAGAOYAw6IBgGSBwE3oAelFg&sclient=mobile-gws-wiz-serp,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO8VCAHXGUZmSMZ29cO_9W-3hgct89bkm5p7oUG=w189-h92-k-no
Bình Thuận,Hải Sản Bờ Kè BonBon Mũi Né,4.4,,"116 Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận 70000, Vietnam",+84 988 070 079,https://bokebonbon.blogspot.com/?m=1,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMptqk2GcHk8mnvMDoDTlOMcjLVQ2aQNCNqPKeO=w131-h92-k-no
Bình Thuận,Sam Sam Quán Coffee & Food,4.9,"₫1–100,000","17B Huỳnh Thúc Kháng, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận, Vietnam",,,[None],https://lh5.googleusercontent.com/p/AF1QipOauuEhLu1wzxBGF2SX8nt56ZfnbuyvBvm8jjGQ=w122-h92-k-no
Bình Thuận,Cơm Niêu Hải Sản Phan Thiết - Việt Xưa,4.8,,"146 Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận, Vietnam",+84 779 016 016,https://nhahangvietxua.com/,"[['Outdoor seating', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM9Bvraz1bd7pFHuvzljxRYHGuUndXp68X474xc=w197-h92-k-no
Bình Thuận,Hải Sản Hồng Phát,4.8,,"130D Nguyễn Đình Chiểu, khu phố 2, Thành phố Phan Thiết, Bình Thuận, Vietnam",+84 918 111 411,https://www.facebook.com/haisanhongphatphanthietmuine,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOKkuEqu4qEb5QsOE120WelhEGSyZQTtDiIfWRj=w122-h92-k-no
Bình Thuận,Quán ăn Hải Sản Cô Tư (Quỳnh),4.3,,"Hẻm 178-180 Nguyễn Đình Chiểu, khu phố 2, Thành phố Phan Thiết, Bình Thuận, Vietnam",+84 937 173 679,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipONXS-z7vHGjKSZdpLE39USMB6guE4bsWr7L97Q=w122-h92-k-no
Bình Thuận,"Quán Tuấn Thảo 180 - Hải Sản Bờ Kè Hàm Tiến, Mũi Né",4.1,$$,"120 Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận, Vietnam",+84 335 935 583,https://muinevietnam.vn/vi/haisantuanthao,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPJSWP3WYwc8lXAXDwC2QsLJda_VfDfGJwK96hS=w122-h92-k-no
Bình Thuận,Boke Mr. Crab (Branch No.1),4.6,$$,"179 Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận, Vietnam",+84 394 924 345,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNDdR2e7-HnWweoOZXcfI7wariVmqcPv0XculgV=w122-h92-k-no
Bình Thuận,MOT NANG Seafood Restaurant - Seaside,4.3,$$,"122 Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận, Vietnam",+84 928 419 988,,"[['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNjBsy-CvK3fDClmGy0HCAz3CUWSeJ6VdksKgs=w133-h92-k-no
Bình Thuận,19 Huỳnh Thúc Kháng,5,,"19 Huỳnh Thúc Kháng, khu phố 4, Thành phố Phan Thiết, Bình Thuận, Vietnam",+84 919 217 721,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMqp_6rKSoBg4MqdwjY3D0izxQ29o6U3Kbrk8yi=w80-h122-k-no
Bình Thuận,Cơm Nhà Tiểu Mạch ( Hải Sản Tươi Sống Bình Dân ),4.1,"₫1–200,000","180/3 Nguyễn Đình Chiểu, khu phố 2, Thành phố Phan Thiết, Bình Thuận, Vietnam",+84 933 307 533,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMUPrsFS35MQsR3_t6itedQVMHOMqEEf9PRoR0-=w122-h92-k-no
Bình Thuận,CỦ TỎI - GARLIC RESTAURANT,3.7,,"61 Huỳnh Thúc Kháng, khu phố 4, Thành phố Phan Thiết, Bình Thuận, Vietnam",+84 859 018 947,,"[['Outdoor seating', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOrkzK_dJkr1CYwmXf0UgkveQKYzYTyhCpfw8j2=w122-h92-k-no
Bình Thuận,Quán Ăn 211,4.4,"₫1–100,000","211 Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận 801090, Vietnam",+84 252 3847 805,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO-NCR_bHSBL0HJl0Ua3bJGouVGLRzxOXK8WaYu=w122-h92-k-no
Cà Mau,NHÀ HÀNG ẨM THỰC CUA THỨ THIỆT & ĐẶC SẢN CÀ MAU,3.9,,"57 Đường Ngô Gia Tự, Khóm 5, Cà Mau, Vietnam",+84 903 098 065,https://www.facebook.com/cuathuthietcamau/,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeaway', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNf7BLh0V3SEC25VdqHIxkFaMdNboUbwpBeuHdk=w122-h92-k-no
Cà Mau,Bờ Hồ Quán - Chuyên Đặc Sản Cà Mau,4.3,,"55H5+XJ3, Đường Số 2, Phường 5, Cà Mau, Vietnam",+84 947 688 696,,"[['Takeaway', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPmGan1XMjfLbEJKJz-LqNxUd5uQ6yENxY3wA2b=w122-h92-k-no
Cà Mau,Đệ Nhất Dê - Đặc Sản Dê Ninh Bình,4.2,,"270 Đ. Trần Hưng Đạo, Phường 5, Cà Mau, Vietnam",+84 898 386 173,,"[['Outdoor seating', 'Delivery', 'Takeaway', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMSG1QrjX8vUFOm3ltS9Nov8l7WzK6R_OnnpaVr=w122-h92-k-no
Cà Mau,Món Ngon Hà Nội,4.6,"₫1–100,000","21 Đường Phan Ngọc Hiển, Phường 5, Cà Mau, Vietnam",+84 947 496 169,,"[['Kerbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeaway', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMBVue9rqTL6Ns06dOS-nvECCd-hU3TjqWC0NZ8=w122-h92-k-no
Cà Mau,Biển Cà Mau,4.1,€€,"218 Đ. Trần Hưng Đạo, Phường 5, Cà Mau, Vietnam",+84 919 381 858,,"[['Outdoor seating', 'Delivery', 'Takeaway', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPKwVIsy9inJ6N43AnwsUP_e0qDoklM2E-NmmCl=w122-h92-k-no
Cà Mau,Quán ăn Huynh Đệ - Đặc sản Cà Mau,5,,"256 Lê Vĩnh Hòa, Phường 8, Cà Mau, Vietnam",+84 916 234 448,,"[['Delivery', 'Takeaway', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPKwVIsy9inJ6N43AnwsUP_e0qDoklM2E-NmmCl=w122-h92-k-no
Cà Mau,Nhà Hàng Tân Tân,4.1,€€,"153 Nguyễn Đình Chiểu, Phường 8, Cà Mau, Vietnam",+84 290 3820 404,,"[['No-contact delivery', 'Delivery', 'Takeaway', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPNvj8EJW2XXspSBjYg3cVeHZF6ficfdQUfT6ap=w122-h92-k-no
Cà Mau,Hải Sản SAM,4.1,,"238 Đường Ngô Gia Tự, Phường 5, Cà Mau, 970000, Vietnam",+84 941 494 149,https://www.facebook.com/haisantuoisongSam/,"[['Kerbside pickup', 'Delivery']]",https://lh5.googleusercontent.com/p/AF1QipNv_AD39Wwbc-5GGFUzIxj19oamXUYq6_cos3dN=w163-h92-k-no
Cà Mau,Đặc Sản Dê Tươi Đức Thắng,4.4,,"384 Ngô Quyền, Phường 1, Cà Mau, 970000, Vietnam",+84 942 636 715,http://facebook.com/tranquochung0902,"[['Outdoor seating', 'Delivery', 'Takeaway', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO_1y9VkyLMXcVL6COZ0JIKAgFBwUiNx3dRWwdX=w122-h92-k-no
Cà Mau,Bánh Tằm Cari Cay ĐẠO 484,4.1,"₫1–100,000","2a Bùi Thị Xuân, Phường 4, Cà Mau, Vietnam",+84 914 678 682,,"[['Delivery', 'Takeaway', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPuUS1d72NfBqFOvEetYOmtakSpqS9v6O3ZW60L=w122-h92-k-no
