Province,Title,Rating,Price,Address,Phone,Link,Service,Image,
??k L?k,Quán ?n rau s?ch,4,"?1–100,000","51 Tr?n Phú, Th?ng L?i, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 945 330 808,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNGp1useGodPl3S-hnJCakq06OgZfhnGsnmYxlH=w122-h92-k-no,
??k L?k,Bò Nhúng Me Cà Te Quán,3.7,,"57 Nguy?n Khuy?n, Tân L?i, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 899 374 360,http://bonhungme.com/,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipP8dcAVH_ar1pW01hZt2g-tG2S1kSRwrSCcjPu4=w163-h92-k-no,
??k L?k,??c S?n Bánh Cu?n Th?t Heo ?à N?ng - Restaurant Dì Th??ng.,4.4,"?1–100,000","66 ?. Lý Thái T?, Tân An, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 945 050 808,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPoikOcBqcq9AmVus6DyTzx2Y3SLHlCiO2FdoMz=w204-h92-k-no,
??k L?k,Bún ?? H??ng,4.2,"?1–100,000","1 Y Jut, Th?ng Nh?t, Buôn Ma Thu?t, ??k L?k 630000, Vietnam",+84 914 723 535,https://www.facebook.com/profile.php?id=61554319940388,[None],https://lh5.googleusercontent.com/p/AF1QipOlPxF1gMuThq1jlmpa1mpSe0sVy6r4LKc2nP1O=w163-h92-k-no,
??k L?k,Dê H??ng S?n 47 Cao Th?ng,4.4,,"47 Cao Th?ng, Tân An, Buôn Ma Thu?t, ??k L?k 63000, Vietnam",+84 262 3687 878,https://docs.google.com/forms/d/e/1FAIpQLSfO1l7N-pXyVNMashksfATxikmZWkihDhzLMyYhrpWczHb_vA/viewform,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN-U2WVFMdlao8XWj1VSyjduhSMsEtj8JPPGWlf=w138-h92-k-no,
??k L?k,Dê ph? N?i - ??c s?n món Dê ph? Núi Ban Mê,5,,"11 L??ng Th? Vinh, Tân ti?n, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 367 579 379,,[['Delivery']],https://lh5.googleusercontent.com/p/AF1QipOwBiA0ej1c6W1RhQO-4TOK-8eLFU0OI_o3DIc_=w143-h92-k-no,
??k L?k,Nhà Hàng Ph? Núi,4.2,,"115 Y Ngông, Tân ti?n, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 262 8553 388,https://m.facebook.com/nhahangsanvuonphonuibmt/,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN20_8RqaAKrUmUQCWPFrYljO8IGAd5ROzkV5T_=w122-h92-k-no,
??k L?k,C?m Niêu Hà N?i,4,$$,"31 Tr??ng Chinh, Tân L?i, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 262 3707 799,http://www.tuxuyen.com/,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPL9BNgscKV9hILMaTlQ3wMTl7j_SVepSaOApRv=w122-h92-k-no,
??k L?k,Fish hotpot and beer,4.1,,"247 Y Jut, Th?ng L?i, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 262 8555 345,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMODFu7_04Lxh20EYLQuxyuikrMa-a6PXopa3if=w122-h92-k-no,
??k L?k,Dong Que Restaurant Vietnamese Cuisine,3.9,,"7 Lê Quang Sung, Tân L?i, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 262 3957 505,https://m.facebook.com/comnieudongquebmt/,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNJtFIWL0a1HnfT0LvaKCb4tNK5LAaVvppJiRhP=w122-h92-k-no,
??k L?k,Quán C?m Niêu V? N?u,4.1,,"20 Bùi Th? Xuân, T? An, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 262 6252 525,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipObH_kgDfbhW8eKqHwgEvphcV2c0Yr8sZMxz6Q4=w122-h92-k-no,
??k L?k,C?m niêu Su?i Tiên,3.9,$$,"85/5 Ngô Quy?n, Tân L?i, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 262 3610 610,https://www.foody.vn/dak-lak/com-nieu-suoi-tien-ngo-quyen,"[['No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMxAu0iKUPE0zhMHODaLz2xOJNz-LZ5yCx-rn56=w122-h92-k-no,
??k L?k,"??c s?n Buôn Ma Thu?t - Tây Nguyên: Bò - Nai m?t n?ng, Khô Bò - Nai, Cà phê, Macca, ?i?u, H?t,... | Giao hàng t?n n?i",5,,"510 Lê Du?n, Ea Tam, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 947 507 074,http://dacsantaynguyenbapbung.com/,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery']]",https://lh5.googleusercontent.com/p/AF1QipNUvUXT5OFFeGeFVhnFD6GCn7Fl8igLvL7EdmRA=w80-h106-k-no,
??k L?k,Dê Th?y C??ng,3.9,,"51 Nguy?n Khuy?n, Tân L?i, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 982 662 728,https://dethuycuong.com/,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPTeomwfBIHrG_84X4k1BtrwNU-llAWvRYTL_2x=w163-h92-k-no,
??k L?k,?n V?t Leo BMT,4.2,"?1–100,000","48/30 Hùng V??ng, T? An, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 334 107 605,https://www.facebook.com/anvatleobmt/,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMKgiVha7Nb42YF8JPrWrNKyHr2RqM0JpTMZDLj=w80-h106-k-no,
??k L?k,Quán c?m B?c Anh L?u Luy?n,4.1,"?1–100,000","111 ?inh Tiên Hoàng, T? An, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 949 501 000,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMXgVuLO5Ko2CBIznUpH9hKjU3qz2dndFA9JyYR=w205-h92-k-no,
??k L?k,C?m Bình Dân Ph??ng Mai,4.6,,"261 Y Jut, Th?ng L?i, Buôn Ma Thu?t, ??k L?k, Vietnam",+84 905 197 661,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPalyRm0BFDa4X5EkTwEYvXgbUY0MqW6qPKHqnU=w80-h142-k-no,
??k Nông,?I?N TRANG HOA MAI 2,4.2,,"?i?n Biên Ph?, Ph??ng Ngh?a Trung, Gia Ngh?a, ??k Nông, Vietnam",+84 965 275 572,,[None],https://lh5.googleusercontent.com/p/AF1QipNqy_iC6yon5KcaMSApQFuA186r1zQyDbX7razV=w122-h92-k-no,
??k Nông,C?m bao c?p ??k Nông,4.5,"?1–100,000","20 Quang Trung, Ph??ng Ngh?a Tân, Gia Ngh?a, ??k Nông, Vietnam",+84 828 011 096,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPUNxGaTzOa9Q8NWcpoT_Medo7s73qdTsZzsUHI=w89-h92-k-no,
??k Nông,Quán Chiêu M??ng,3.9,,"23 ???ng Y Bih ALê Ô, Ph??ng Ngh?a Trung, Gia Ngh?a, ??k Nông, Vietnam",+84 913 493 717,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO69ECExF8XZ6eS_OYitec8sR1WXk8sDbEbLZuK=w199-h92-k-no,
??k Nông,Dê Núi Ninh Bình ( Hoàng Tuy?n),4.4,"?1–100,000","21 Y Bih ALê Ô, Ph??ng Ngh?a Trung, Gia Ngh?a, ??k Nông, Vietnam",+84 982 857 998,,"[['No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPUkIvXfr-aXCAASV4gRoxp0uJF7g219DcSQHvd=w80-h142-k-no,
??k Nông,Sky Garden BBQ Restaurant - Quán ?n ngon Gia Ngh?a view ??p nh?t,4.7,,"XMPP+786, Lê Thánh Tông, Ph??ng Ngh?a Trung, Gia Ngh?a, ??k Nông, Vietnam",+84 911 853 779,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN5UTSxO2tpa8UiahUpTJ4ztOvPNUxOUpni3ZDP=w122-h92-k-no,
??k Nông,Nhà hàng Lodge,4.1,,"Y Bih ALê Ô, Ph??ng Ngh?a Trung, Gia Ngh?a, ??k Nông, Vietnam",+84 913 405 285,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPUGsblunvQHGWDtwC1AfZ5A5NDvSH77n-NPC4T=w163-h92-k-no,
??k Nông,Son Ma Rice Pot Restaurant,4,,"S? 4 ???ng 3/2, Ph??ng Ngh?a Trung, Gia Ngh?a, ??k Nông, Vietnam",+84 905 386 666,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPmR3LOqNKKebugnBujxPabOBPeQvQ9VOE-4cIq=w204-h92-k-no,
??k Nông,??c S?n L?u Dê ??c L?c,4.3,,"XMPQ+57P, ?. Võ V?n Ki?t, Ph??ng Ngh?a Trung, Gia Ngh?a, ??k Nông, Vietnam",+84 877 926 929,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPdUn5bSlVu3yoO091wl_xKcGAIK0HpoxcOfl-Q=w80-h106-k-no,
??k Nông,Cu??a ha?ng Ye??n Sa?o Hoa?ng Gia,3.9,$$,"43 Lý Th??ng Ki?t, Ph??ng Ngh?a Thành, Gia Ngh?a, ??k Nông, Vietnam",+84 261 3543 113,https://www.facebook.com/Qu%C3%A1n-T%C3%A2n-T%C3%A2n-218702435325884/,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM4smsXHd51pjkROKwvXhL1nhRgVCRi_13elpMu=w122-h92-k-no,
??k Nông,Quán L?u Dê Th?y C??ng,4,,"???ng T?ng Duy Tân, Ph??ng Ngh?a Thành, Gia Ngh?a, ??k Nông, Vietnam",+84 973 638 568,,[['Dine-in']],https://lh5.googleusercontent.com/p/AF1QipPDIwsaMRZ4DsAGkV30lJaXkI42I05knvP9tmyC=w122-h92-k-no,
??k Nông,Quán Tân Tân,4.1,,"43 Lý Th??ng Ki?t, Ph??ng Ngh?a Thành, Gia Ngh?a, ??k Nông, Vietnam",+84 261 3543 113,https://www.facebook.com/Qu%C3%A1n-T%C3%A2n-T%C3%A2n-218702435325884/,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMufyYASPp4b6HTBaQbT-uqQo6Po7Wj_xJoP1aQ=w122-h92-k-no,
??k Nông,Nhà Hàng C?m Lam Vi?t,4.4,,"Y Bih Aleo, T? 3, Gia Ngh?a, ??k Nông 64000, Vietnam",+84 704 173 333,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPgxpPkh3ra8Xd3we0y5BeAGnXhOt7r177V7ixX=w92-h92-k-no,
??k Nông,?? nh?t ngon,4.2,,"2M8Q+525, Tôn ??c Th?ng, Ph??ng Ngh?a Thành, Gia Ngh?a, ??k Nông 640000, Vietnam",+84 941 335 575,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOlbCatcn9brQcJrXJzArdNNoUCSq3i141duxJm=w122-h92-k-no,
??k Nông,L?u Cháo Cá Trúc Nguyên,4.1,,"14 Lý T? Tr?ng, Ph??ng Ngh?a Thành, Gia Ngh?a, ??k Nông, Vietnam",+84 932 516 241,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipP7NN4PtbVf8sBrW9xc9UHL8NVFC8xNaMj-JYDp=w122-h92-k-no,
??k Nông,V?a H?i S?n T?m (vbh),4.1,,"Ngô Mây, Ph??ng Ngh?a Thành, Gia Ngh?a, ??k Nông 63000, Vietnam",+84 934 844 724,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNFuEbYYRy7E8cFErWYlksUQWYNmweAuwuqArow=w139-h92-k-no,
??k Nông,Quán nh?u DÊ NÚI H??NG S?N,4.2,,"2M4H+PMH, Ph??ng Ngh?a Thành, Gia Ngh?a, ??k Nông, Vietnam",+84 963 418 788,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNF82nHKW5NaZX75bI-XK5Mfp1KFaSJSD6ax1hA=w122-h92-k-no,
??k Nông,QUÁN C?M NG?C LAN Delicious Restaurant,4,"?1–100,000","268 nguyen tat thanh, Qu?c l? 14] Ph??ng, Qu?ng Thành, Thành ph?, ??k Nông 640000, Vietnam",+84 935 406 090,,"[['No-contact delivery', 'Delivery', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM6YuM1f6hTyuIUgz3Rm6YkKuEffQUyNBg8IQY5=w163-h92-k-no,
??k Nông,SUSHI 247,4.4,,"?i?n Biên Ph?, Ph??ng Ngh?a Trung, Gia Ngh?a, ??k Nông 65000, Vietnam",,https://sites.google.com/view/nhahangsushi247/trang-ch%E1%BB%A7,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOr7qqv3_fBeH6KZgy-B-fwpaa9VJE_UTbpHWZb=w122-h92-k-no,
??k Nông,NG?C H??NG QUÁN 2 ( ?I?M TÂM SÁNG - C?M TR?A),5,,"Nguy?n T?t Thành, Ph??ng Ngh?a Phú, Gia Ngh?a, ??k Nông, Vietnam",+84 989 488 599,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOdwgZiRKaDeUWRYrvomek14f_l7MaG7cUUQ197=w122-h92-k-no,
??k Nông,C?a hàng ??c s?n ??k Nông,4.8,,"45 Chu V?n An, Ph??ng Ngh?a Thành, Gia Ngh?a, ??k Nông, Vietnam",+84 364 680 123,https://www.facebook.com/dulichcaonguyenmnong?mibextid=LQQJ4d,[],https://lh5.googleusercontent.com/p/AF1QipP9dBcGWzgyaamAIN4fPlXs1uqC-8yNbzIHCqnZ=w122-h92-k-no,
?i?n Biên,?I?N BIÊN FOOD - ??c S?n Tây B?c,5,,"679 ?. Võ Nguyên Giáp, Tân Thanh, ?i?n Biên Ph?, ?i?n Biên 38000, Vietnam",+84 986 333 208,http://dienbienfood.com/,"[['Delivery', 'In-store pickup', 'Same-day delivery']]",https://lh5.googleusercontent.com/p/AF1QipOVysvgzFFyszkQcDqFMDvr0qDDShpahTe7ID_b=w122-h92-k-no,
?i?n Biên,"Nhà hàng Công Hoan ( ph? , ?n sáng , ??c s?n ??a ph??ng , các món ?n dân t?c )",4.9,,"92RM+QX3, Noong Bua, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 948 662 813,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNU5t8bK5q-Cxy_ChZGCk_sl55xO0o4pBTMZddb=w80-h142-k-no,
?i?n Biên,Nhà hàng Dân T?c Quán,4,,"Thanh Tr??ng, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 1900 996610,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMAd--_HDd99LyE5u3Eomr7nNZ12ROdpCxV6J5e=w204-h92-k-no,
?i?n Biên,DienBienView (Trâu Gác B?p H?i T?n),4.4,,"6 Tr?n ??ng Ninh, M??ng Thanh, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 888 788 738,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOYREtZkPjOeQErO6tCBP_o9LsZaiZTXTd_GSyO=w122-h92-k-no,
?i?n Biên,NHÀ HÀNG ?M TH?C DÂN T?C XUÂN THÍCH,4.2,,"??i 3, h. ?i?n Biên, ?i?n Biên, Vietnam",+84 916 643 539,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipP1tY70hfBg4FdYXU8rzyZkl6NIxQ3-0yNsONaz=w163-h92-k-no,
?i?n Biên,"??c S?n ?i?n Biên (Bánh Canh, Mi?n Xào)",,,"160 ?. Nguy?n Chí Thanh, M??ng Thanh, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 912 472 586,,[['Takeout']],https://lh5.googleusercontent.com/p/AF1QipOXJQNUzAAjn0j0_e1FDZnin_5EQseJP2HlKLht=w122-h92-k-no,
?i?n Biên,Ch? ??nh ?i?n Biên Vincom ?i?n Biên Ph?,5,,"92P8+RM5, 60B, Khu ph? 3, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 768 252 555,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNd5dDx64ToitNSdo5MvjxFUAZbP3wffGfzt-uN=w122-h92-k-no,
?i?n Biên,Nhà hàng th?ng c? Minh khanh,4.9,,"113 ?. Nguy?n Chí Thanh, Ph??ng M??ng Thanh, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 915 690 252,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOeLgeMxVd8C69lxUQo8vcm3cJzBCTKyK04N7VG=w122-h92-k-no,
?i?n Biên,Hà N?i Quán,3.8,,"459 Tr??ng Chinh, Ph??ng M??ng Thanh, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 989 272 977,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO6DexD4GFi5TlupUiYq_1KjqC0Sd3758SozGVT=w163-h92-k-no,
?i?n Biên,??c S?n ?i?n Biên,3,,"M??ng Thanh, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 962 247 858,,"[['Delivery', 'In-store pickup', 'Same-day delivery']]",https://lh5.googleusercontent.com/p/AF1QipOfXHM_3qmDW8LG8fb8OR-62I6gd_PMasM6GFHA=w80-h106-k-no,
?i?n Biên,C? ?ô Quán,4.3,,"29 Tr?n Can, Ph??ng M??ng Thanh, ?i?n Biên Ph?, ?i?n Biên, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipObpPQNBh44KnUArMt01z9LSPrfNnoLJhlzxyME=w80-h106-k-no,
?i?n Biên,Yen Ninh vegetarian restaurant,4.8,"?1–100,000","257 T? 4, Tân Thanh, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 989 887 513,http://dbpcity.wixsite.com/yenninh,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMsoQmuuCFAaauTlq8KYfQbQjkJ7bClz-lmXvds=w92-h92-k-no,
?i?n Biên,Bún cá qu? Nàng Ban,4.3,"?1–100,000","181 ?. Nguy?n Chí Thanh, Ph??ng M??ng Thanh, ?i?n Biên Ph?, ?i?n Biên, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOrgNbnaBALO1nmcNtL63BCid9J2zQWaM_U0g8J=w122-h92-k-no,
?i?n Biên,Nhà Hàng Vinh Th?m,4.1,,"158 Hoàng Công Ch?t, Ph??ng M??ng Thanh, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 215 3824 291,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNhSlu6VvAophMkRTCPDbs7Am6grXs9xNvKXm-t=w163-h92-k-no,
?i?n Biên,Nhà Hàng Xanh,4.4,,"S? 03 T? 02, ?i?n Biên, Vietnam",+84 845 279 999,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMsTjZkDOVzOqEQFXnClRqDNo1bwQuPIL-nnni4=w91-h92-k-no,
?i?n Biên,L?u Then Quán,4.1,$$,"92HG+9R7, Nam Thanh, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 767 216 666,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNU7aqRtSGXZOMSP6B3yf8U4TN1dMlqwab010lz=w197-h92-k-no,
?i?n Biên,NHÀ HÀNG - 70 - C?M T? CH?N - C?M RANG - CÁC MÓN ?N DÂN T?C.,3.8,"?1–100,000","70 ?. Nguy?n Chí Thanh, Ph??ng M??ng Thanh, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 384 566 166,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN3Q3SUNQD6fsLyhPlg5v8dNzBEGS4cAJMPpQ-w=w189-h92-k-no,
?i?n Biên,?? ?n Nhanh H?i Hà,4.1,,"457 Tr??ng Chinh, Ph??ng M??ng Thanh, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 327 238 413,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOflc4OBJb7QThUrf8L_Hrc_KNM9tS4qHbm6joK=w122-h92-k-no,
?i?n Biên,"Nhà hàng Dê 79 - Chuyên các món Dê, Gà, L?u",3.8,,"???ng Nguy?n H?u Th?, T? 01, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 947 337 899,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMWjZOvQxjQJY3FPBOtY-mkjaZDDump27h9CcmM=w122-h92-k-no,
?i?n Biên,??c s?n th?t chó thui r?m Ngh? An,4.2,,"?. Nguy?n Chí Thanh, M??ng Thanh, ?i?n Biên Ph?, ?i?n Biên, Vietnam",+84 376 919 745,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO9xguz8QBmydbA79F-6vFTM5Mz7VkmrGoxJv9y=w204-h92-k-no,
??ng Nai,G?i Cá Biên Hoà,4.3,,"160 ?. Hu?nh V?n H?n, Th?ng Nh?t, Biên Hòa, ??ng Nai, Vietnam",,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPt2fByr9D7kHDZC071uCIqPxnRUxevDwVImfhs=w163-h92-k-no,
??ng Nai,De Thanh Ha,4.1,,"XR5Q+5V6, Rach Su?i L?n, Th?ng Nh?t, ??ng Nai, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipP1oBxzBiRWYzLM-1oc1wCHTEjH9UTg3oScj7vq=w122-h92-k-no,
??ng Nai,B?n ?ò quán Làng Bè,4.1,,"160 ?. Hu?nh V?n H?n, Th?ng Nh?t, Biên Hòa, ??ng Nai, Vietnam",,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNSROSLuYQtjzISPq3gFij_Z3W2va6cV6dhIN2F=w189-h92-k-no,
??ng Nai,Quán ?n Hào Phát,3.9,$$,"140 ?. Tr??ng ??nh, Tân Mai, Biên Hòa, ??ng Nai 76000, Vietnam",+84 777 621 831,https://www.facebook.com/tienhaophat?mibextid=ZbWKwL,[None],https://lh5.googleusercontent.com/p/AF1QipPwJXsJi52q4oAG5x4zA7elyoTdWFqFuJB8xerb=w92-h92-k-no,
??ng Nai,?n v?t Hai ??a Mình ( b? kè ??ng kh?i),5,"?1–100,000","620/121 ?. ??ng Kh?i, Tr?ng Dài, Biên Hòa, ??ng Nai, Vietnam",,,[['Takeout']],https://lh5.googleusercontent.com/p/AF1QipMOgP0r19twnIUVvSvIvq26jnCMLbO14c1ox7xF=w80-h106-k-no,
??ng Nai,Quán Uyên,4.3,,"N29, ???ng N1, Khu li?n k? D2D, ??ng Nai 76108, Vietnam",+84 909 653 653,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOq5JE5XU9uB16Y63og5AAQj6EYP8i_iCGrcU2X=w122-h92-k-no,
??ng Nai,Khu ?n v?t sân banh ??ng Nai,4.1,,"Lê Quý ?ôn, Tân Hi?p, Biên Hòa, ??ng Nai, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMAxNsnuvN7RsXAJ6fPRnW_maHJ7BXAKw1saTTo=w122-h92-k-no,
??ng Nai,Shrimp Hotpot 5 Ri,4,,"20/3B, ???ng CMT8, 487, Hoà Bình, Biên Hòa, ??ng Nai, Vietnam",+84 1900 996610,http://www.lautom5ri.vn/,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOGKClllZFc-xC9ttS3BFUP2-o9YfsdXEsXuS5N=w122-h92-k-no,
??ng Nai,L?u tôm N?m Ri 5,3.9,,"121 ?. Võ Th? Sáu, Trung D?ng, Biên Hòa, ??ng Nai, Vietnam",+84 902 508 508,https://www.facebook.com/lautom5ri5?mibextid=LQQJ4d,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOtZCWZsVlLaopkTXyiQrhQ2tNjt3MZNthJwOBE=w92-h92-k-no,
??ng Nai,Quán ?n Gia ?ình 5678,4.1,$$,"?? V?n Thi, Hi?p Hoà, Biên Hòa, ??ng Nai, Vietnam",+84 917 892 239,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOzK72ZCGeQrDJgdAdn3zggj8boJcd_wCCqwCk=w163-h92-k-no,
??ng Nai,Quán ?n V?t Shin,3.9,"?1–100,000","18 ?. D??ng T? Giang, Tân Ti?n, Biên Hòa, ??ng Nai, Vietnam",+84 934 300 330,https://www.facebook.com/quananvatshin/,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMln2gTCFPKJCWaPOhQ4vKL6dNZKpZqpnj-_pMT=w117-h92-k-no,
